tree.number,models80,likelihood.80,aicc.80,lambda.80,alpha.80,mu.80,beta.80,models.50,likelihood.50,aicc.50,lambda.50,alpha.50,mu.50,beta.50,models.20,likelihood.20,aicc.20,lambda.20,alpha.20,mu.20,beta.20,models.s20,likelihood.s20,aicc.s20,lambda.s20,alpha.s20,mu.s20,beta.s20,lambda.init.sim.80,lambda.final.sim.80,alpha.sim.80,mu.sim.80,netdiv.sim.80,ntip.80,lambda.init.sim.50,lambda.final.sim.50,alpha.sim.50,mu.sim.50,netdiv.sim.50,ntip.50,lambda.init.sim.20,lambda.final.sim.20,alpha.sim.20,mu.sim.20,netdiv.sim.20,ntip.20,lambda.init.sim.s20,lambda.final.sim.s20,alpha.sim.s20,mu.sim.s20,netdiv.sim.s20,ntip.s20,time.80,time.50,time.20,time.s20,decline.length.80,decline.length.50,decline.length.20,gamma.80,gamma.50,gamma.20,gamma.s20,cga.80,cga.50,cga.20,cga.s20
908,bvardcst,-108.1665132,222.7540791,0.051248885,-0.625647446,0.612173621,NA,bvardcst,-231.587288,469.357782,0.128226477,-0.650152588,0.621841214,NA,bvardcst,-349.7259426,705.5571485,0.243683322,-0.6376292,0.460510295,NA,bvardcst,-132.837232,271.7876715,1.117620519,-0.652378135,0.555340006,NA,5.124679,0.052752028,0.6297022,0.6548531,-0.602101072,61,5.124679,0.144477783,0.6297022,0.6548531,-0.510375317,135,5.124679,0.288818413,0.6297022,0.6548531,-0.366034687,232,5.124679,1.204124599,0.6297022,0.6548531,0.549271499,216,7.267278,5.667278,4.567278,2.3,4,2.4,1.3,-0.594471916,-0.445290232,-0.323673639,-0.060517496,7.260092044,5.660092045,4.560092045,1.197572551
909,bvardcst,-729.6946107,1465.443767,0.154869592,-0.610263481,1.078003481,NA,bvardcst,-1833.648898,3673.318274,0.294518873,-0.634101027,-0.982127965,NA,bvardcst,-2550.917412,5107.84735,0.46053693,-0.650823923,0.940672327,NA,bvardcst,-831.4075521,1668.826772,1.777488757,-0.660189357,1.399050254,NA,7.162096,0.127471917,0.6301514,0.9575527,-0.830080783,444,7.162096,0.289192599,0.6301514,0.9575527,-0.668360101,1176,7.162096,0.478766986,0.6301514,0.9575527,-0.478785714,1920,7.162096,1.578443627,0.6301514,0.9575527,0.620890927,2061,6.393165,5.093165,4.293165,2.4,3.2,1.9,1.1,-0.503934959,-0.330087419,-0.243808527,-0.242966871,6.372340934,5.072340934,4.272340934,3.143911574
910,bvardcst,-153.3898316,313.1731059,0.019464594,-0.353590088,0.295188008,NA,bvardcst,-449.1051966,904.340828,0.105446666,-0.293660803,0.378747702,NA,bvardcst,-682.5702244,1371.216398,0.210995327,-0.287624199,0.428739968,NA,bvardcst,-421.1654154,848.4035581,0.686727235,-0.286493073,0.436719293,NA,3.192055,0.038820454,0.309221,0.3710215,-0.332201046,65,3.192055,0.098161097,0.309221,0.3710215,-0.272860403,188,3.192055,0.182190342,0.309221,0.3710215,-0.188831159,320,3.192055,0.659441384,0.309221,0.3710215,0.288419884,334,14.25994,11.259941,9.259941,5.1,7.299999,4.3,2.3,-0.634328069,-0.360262995,-0.235284442,-0.23272722,13.97942782,10.97942883,8.979428826,8.879427826
911,bvardcst,-46.63477613,100.3130305,0.006656907,-0.566540145,0.387959332,NA,bvardcst,-125.958417,258.2548622,0.005414384,-0.849193329,0.141059331,NA,bvardcst,-202.0186628,410.2373256,0.042776371,-0.827173983,0.242147978,NA,bvardcst,-110.8613161,227.9101322,0.47003207,-0.937069214,-1.83E-06,NA,5.498021,0.001100334,0.7319071,0.2663778,-0.265277466,27,5.498021,0.01425756,0.7319071,0.2663778,-0.25212024,75,5.498021,0.066306784,0.7319071,0.2663778,-0.200071016,124,5.498021,0.708254582,0.7319071,0.2663778,0.441876782,132,11.63608,8.136082,6.036082,2.8,7.499998,4,1.9,-0.793285104,-0.725258633,-0.570935997,-0.080693975,11.13551224,7.635514246,5.535514246,0.996754863
912,bvardcst,-45.14385436,97.08770873,0.01785294,-1.007891226,0.601198631,NA,bvardcst,-128.9169614,264.119637,0.115996134,-0.89067582,0.55765816,NA,bvardcst,-179.4008751,364.9695823,0.258035942,-0.93817828,0.541135638,NA,bvardcst,-37.37567636,80.9530334,1.184639664,-1.01286744,1.38E-05,NA,8.640572,0.020914222,0.9859889,0.6594395,-0.638525278,34,8.640572,0.091781683,0.9859889,0.6594395,-0.567657817,88,8.640572,0.246017247,0.9859889,0.6594395,-0.413422253,147,8.640572,1.46475613,0.9859889,0.6594395,0.80531663,123,6.109394,4.609394,3.609394,1.8,3.5,2,1,-0.732126557,-0.48128764,-0.369338593,-0.303556033,5.790994054,4.290994054,3.290994055,3.980132327
913,bvardcst,-72.39636879,151.5200103,0.002378469,-0.517240984,0.227247531,NA,bvardcst,-219.4790154,445.1844459,0.015120621,-0.578275818,-0.211357869,NA,bvardcst,-347.9309977,701.9938636,0.053414614,-0.606981529,0.180581143,NA,bvardcst,-177.8936052,361.9205437,0.620648479,-0.497275703,1.95E-06,NA,3.623138,0.001225992,0.5707831,0.2209365,-0.219710508,37,3.623138,0.014269382,0.5707831,0.2209365,-0.206667118,110,3.623138,0.05944633,0.5707831,0.2209365,-0.16149017,186,3.623138,0.550876998,0.5707831,0.2209365,0.329940498,184,14.00067,9.700672,7.200672,3.3,9.099998,4.8,2.3,-0.790499628,-0.655439918,-0.510684845,-0.063166816,13.77696063,9.476962632,6.976962632,5.701597492
914,bvardcst,-206.2779111,418.7447985,0.347901975,-0.589299978,1.454355649,NA,bvardcst,-409.2472887,824.5767691,0.590569582,-0.609545208,1.578991282,NA,bvardcst,-543.9668968,1093.983075,0.851254925,-0.611606983,1.469296265,NA,bvardcst,-85.23914798,176.5322285,2.425039295,-0.653741707,1.84464781,NA,7.870012,0.302775563,0.6079759,1.384274,-1.081498437,131,7.870012,0.52330796,0.6079759,1.384274,-0.860966041,296,7.870012,0.800913742,0.6079759,1.384274,-0.583360258,491,7.870012,2.195281309,0.6079759,1.384274,0.811007309,449,5.358474,4.458474,3.758474,2.1,2.5,1.6,0.9,-0.349551455,-0.216836739,-0.136562635,0.13849041,5.177434624,4.277434625,3.577434625,8.2550478
915,bvardvar,-1203.998878,2416.056666,0.036441473,-0.213986229,0.632536518,3.141885065,bvardcst,-3172.964719,6351.943605,0.00066177,-0.65967518,0.108939406,NA,bvardcst,-5021.428749,10048.86656,0.009755475,-0.680261782,0.074376813,NA,bvardcst,-2876.705381,5759.419898,0.416452356,-0.633221651,6.23E-06,NA,5.505004,2.66E-06,0.6607931,0.1110081,-0.111005439,684,5.505004,0.000641092,0.6607931,0.1110081,-0.110367008,1698,5.505004,0.011738889,0.6607931,0.1110081,-0.099269211,2652,5.505004,0.418350537,0.6607931,0.1110081,0.307342437,2631,22.00776,13.707763,9.307763,3.9,16.099997,7.8,3.4,-0.921481893,-0.815310524,-0.667327243,-0.668714227,22.00286599,13.70286899,9.302868998,24.95499153
916,bvardcst,-235.1532254,476.4816333,0.246710463,-0.553558193,1.268060063,NA,bvardcst,-522.2392673,1050.551262,0.33865359,-0.594368424,1.007977238,NA,bvardcst,-731.6531064,1469.348392,0.658927799,-0.563291044,1.21115274,NA,bvardcst,-263.3856956,532.8118633,1.772336148,-0.653443193,1.541569809,NA,7.425347,0.216706724,0.5715758,1.136961,-0.920254276,141,7.425347,0.406375789,0.5715758,1.136961,-0.730585211,334,7.425347,0.641968322,0.5715758,1.136961,-0.494992678,573,7.425347,1.778837245,0.5715758,1.136961,0.641876245,597,6.183099,5.083099,4.283099,2.5,2.9,1.8,1,-0.417065104,-0.290169577,-0.164079051,-0.912599349,5.913059157,4.813059157,4.013059157,19.49701727
917,bvardcst,-630.141634,1266.334008,0.050556349,-0.874037609,0.912066097,NA,bvardcst,-1663.636329,3333.293013,0.142070387,-0.910139543,0.82559928,NA,bvardcst,-2401.970462,4809.953418,0.270214789,-0.92472733,0.737693368,NA,bvardcst,-512.1883562,1030.389232,1.481864772,-0.924878119,0.513147251,NA,8.877629,0.039070507,0.9043583,0.7725916,-0.733521093,477,8.877629,0.138583013,0.9043583,0.7725916,-0.634008588,1183,8.877629,0.285703956,0.9043583,0.7725916,-0.486887645,1925,8.877629,1.592418209,0.9043583,0.7725916,0.819826609,1921,5.999748,4.599748,3.799748,1.9,3.3,1.9,1.1,-0.68348961,-0.490167664,-0.372858017,-0.236677574,5.992286923,4.592286924,3.792286924,3.419363519
918,bvardcst,-63.19366389,133.1146005,0.000800261,-0.525252034,0.234010302,NA,bvardcst,-166.6757522,339.6553019,-0.006944278,-0.57639546,0.170623966,NA,bvardcst,-279.6361183,565.4474192,0.054569085,-0.539782843,0.251327813,NA,bvardcst,-134.9972029,276.1879541,0.511953985,-0.537125581,1.55E-06,NA,4.826004,0.000220913,0.6055223,0.1725628,-0.172341887,37,4.826004,0.005470028,0.6055223,0.1725628,-0.167092772,83,4.826004,0.033644533,0.6055223,0.1725628,-0.138918267,141,4.826004,0.513547006,0.6055223,0.1725628,0.340984206,128,16.50106,11.201058,8.201058,3.7,11.000002,5.7,2.7,-0.882303173,-0.711844668,-0.509451261,-0.219250149,16.09370162,10.79369962,7.793699623,3.598473002
919,bvardcst,-3.08517673,-11.82964654,0.000911696,-1.73375082,0.069178593,NA,bcstdcst,-12.67943774,31.75887549,0.444232632,NA,7.26E-08,NA,bcstdcst,-16.93767307,38.96625522,0.738615534,NA,-7.02E-08,NA,bcstdcst,-11.0607133,26.45475994,2.031629244,NA,-5.69E-07,NA,7.783065,0.168010442,0.8330002,1.240447,-1.072436558,3,7.783065,0.386459212,0.8330002,1.240447,-0.853987789,8,7.783065,0.637036179,0.8330002,1.240447,-0.603410821,14,7.783065,2.052687478,0.8330002,1.240447,0.812240478,39,4.604656,3.604656,3.004656,1.6,2.4,1.4,0.8,-0.933085733,-0.290825919,-0.079240979,-0.276419078,3.933588103,2.933588103,2.333588103,3.951496043
920,bvardcst,-176.3498482,358.9159126,0.003135148,-0.755292801,0.317558848,NA,bvardcst,-454.4717653,915.0337562,0.021960933,-0.792685958,0.293030572,NA,bvardcst,-676.19769,1358.4503,0.067418089,-0.857722631,0.200638245,NA,bvardcst,-289.3764081,584.8079887,0.801237717,-0.737924788,-2.10E-05,NA,6.05467,0.001696239,0.8324104,0.3213719,-0.319675661,115,6.05467,0.018961363,0.8324104,0.3213719,-0.302410537,270,6.05467,0.084837878,0.8324104,0.3213719,-0.236534022,441,6.05467,0.821227518,0.8324104,0.3213719,0.499855618,439,9.82709,6.92709,5.12709,2.4,6.3,3.4,1.6,-0.813872159,-0.647864884,-0.51982438,-0.030934064,9.796111883,6.896111883,5.096111884,1.659805941
921,bvardcst,-14.73909545,39.4781909,-0.004785238,-1.055841751,-0.206998839,NA,bvardcst,-53.56281013,113.9532065,0.304778421,-0.592528035,1.060110369,NA,bvardcst,-61.99382878,130.5876576,0.437548127,-0.627398067,0.98967791,NA,bvardcst,-22.13193515,50.94958458,1.05515413,-0.575723073,2.74E-06,NA,5.169032,0.082588921,0.6654009,0.7933294,-0.710740479,10,5.169032,0.209649441,0.6654009,0.7933294,-0.583679959,33,5.169032,0.381571257,0.6654009,0.7933294,-0.411758143,44,5.169032,1.459981445,0.6654009,0.7933294,0.666652045,39,6.216651,4.816651,3.916651,1.9,3.4,2,1.1,-0.703454061,-0.299109197,-0.225182088,-0.109369633,6.205227678,4.805227678,3.905227678,2.072755144
922,bvardvar,-112.8354827,234.2189106,0.329901718,-0.758865249,2.291978208,1.308721796,bvardcst,-270.5525051,547.2171598,0.717010274,-0.676352854,1.841205084,NA,bvardcst,-329.1551578,664.3826048,0.979600919,-0.719225002,-1.805679356,NA,bvardcst,-39.37849897,84.82800385,2.134348146,-0.611784817,-0.633355964,NA,8.237098,0.370524344,0.6924316,1.699805,-1.329280656,78,8.237098,0.64475115,0.6924316,1.699805,-1.05505385,218,8.237098,0.976840504,0.6924316,1.699805,-0.722964496,336,8.237098,2.538350289,0.6924316,1.699805,0.838545289,342,4.47912,3.67912,3.07912,1.7,2.2,1.4,0.8,-0.25926834,-0.192721405,-0.13738951,-0.135700239,4.425765458,3.625765459,3.025765459,4.213870696
923,bvardcst,-85.71097891,177.874788,0.21568453,-0.715596108,1.342611771,NA,bvardcst,-210.8006438,427.7602281,0.525629502,-0.673113211,1.523559635,NA,bvardcst,-263.5051367,533.1098585,0.917115177,-0.684099918,1.87190731,NA,bvardcst,-51.41753647,108.9314585,1.948205953,-0.982115441,1.527622733,NA,6.233882,0.276048593,0.6081727,1.341878,-1.065829407,57,6.233882,0.50712099,0.6081727,1.341878,-0.834757011,155,6.233882,0.776246794,0.6081727,1.341878,-0.565631206,245,6.233882,2.086083517,0.6081727,1.341878,0.744205517,253,5.125481,4.125481,3.425481,1.8,2.6,1.6,0.9,-0.452219129,-0.24346749,-0.141377229,-0.622175876,4.846792664,3.846792665,3.146792665,9.868500493
924,bvardcst,-16.65387031,41.30774063,0.248277911,-0.951255275,2.238861229,NA,bvardcst,-39.66653714,86.08307428,0.728734992,-0.87115953,2.832407299,NA,bvardcst,-65.75131343,137.8718576,0.487127445,-1.22673019,1.690218745,NA,bvardcst,11.05727164,-15.86964533,3.584744381,-1.148311331,-3.971196928,NA,7.95823,0.151622878,0.9837028,1.320205,-1.168582122,16,7.95823,0.367502047,0.9837028,1.320205,-0.952702953,36,7.95823,0.663116419,0.9837028,1.320205,-0.657088581,69,7.95823,2.444310926,0.9837028,1.320205,1.124105926,102,4.026181,3.126181,2.526181,1.2,2.2,1.3,0.7,-0.535390633,-0.263461222,-0.340142709,-0.173312836,3.853763954,2.953763955,2.353763955,3.189558187
925,bvardcst,-1339.426234,2684.893077,0.079536236,-0.337083699,0.568960583,NA,bvardcst,-3478.883759,6963.782613,0.177549903,-0.328153603,0.582808472,NA,bvardcst,-5019.684165,10045.37751,0.320130257,-0.321419387,0.634080327,NA,bvardcst,-2801.180214,5608.369146,0.923402744,-0.328879112,0.587643397,NA,3.81635,0.088707077,0.3169448,0.5401914,-0.451484323,595,3.81635,0.178148354,0.3169448,0.5401914,-0.362043046,1594,3.81635,0.295813247,0.3169448,0.5401914,-0.244378153,2617,3.81635,0.888117157,0.3169448,0.5401914,0.347925757,2757,11.86866,9.668665,8.068665,4.6,5.699995,3.5,1.9,-0.511281911,-0.311326297,-0.192626361,-0.044547439,11.79815447,9.598159469,7.998159469,0.447081613
926,bvardcst,-273.5012861,553.1174047,0.017070529,-1.02512936,0.604659819,NA,bvardcst,-733.7253828,1473.495794,0.078498629,-1.029474043,0.58879082,NA,bvardcst,-1089.64355,2185.313531,0.224713559,-1.023027322,0.578589137,NA,bvardcst,-198.8871194,403.8027425,1.696904441,-1.049303193,-1.221629592,NA,9.868911,0.020891585,0.9893317,0.6664783,-0.645586715,213,9.868911,0.092143208,0.9893317,0.6664783,-0.574335092,537,9.868911,0.247813309,0.9893317,0.6664783,-0.418664991,912,9.868911,1.506304474,0.9893317,0.6664783,0.839826174,846,6.2242,4.7242,3.7242,1.9,3.5,2,1,-0.737641602,-0.557776587,-0.405643125,-0.012005178,6.085871517,4.585871519,3.585871518,2.642697989
927,bvardcst,-394.6301566,795.3740573,0.588132866,-0.301376623,1.516347945,NA,bvardcst,-842.7539689,1691.554092,0.722863218,-0.320693258,1.376058934,NA,bvardcst,-1096.544029,2199.115868,1.125523621,-0.308729132,1.634357789,NA,bvardcst,-397.3103849,800.6485477,2.084537378,-0.229046726,-1.258837625,NA,5.289114,0.550822842,0.3134937,1.455702,-0.904879158,215,5.289114,0.777634257,0.3134937,1.455702,-0.678067743,524,5.289114,1.03111976,0.3134937,1.455702,-0.42458224,867,5.289114,2.001346644,0.3134937,1.455702,0.545644644,868,7.215433,6.115433,5.215433,3.1,3.1,2,1.1,-0.119096767,-0.061374262,0.015683449,-0.160747774,7.151798211,6.051798212,5.151798212,2.43110497
928,bcstdcst,-16.6468312,39.00794811,0.427961995,NA,-6.46E-07,NA,bvardcst,-40.34810907,87.49621815,0.817468517,-0.70295604,2.079319501,NA,bvardcst,-42.77557005,92.09659464,1.448193065,-0.622826535,2.480734593,NA,bvardcst,-4.923308135,16.3683554,3.430256494,-0.96192629,-4.532263427,NA,9.520717,0.390249873,0.8215144,1.858759,-1.468509127,10,9.520717,0.69356663,0.8215144,1.858759,-1.16519237,34,9.520717,1.045870167,0.8215144,1.858759,-0.812888833,48,9.520717,3.014246859,0.8215144,1.858759,1.155487859,50,3.888475,3.188475,2.688475,1.4,1.9,1.2,0.7,-0.115563179,-0.140925191,-0.031430631,-0.59034625,3.676223976,2.976223976,2.476223976,4.977741138
929,bvardcst,-205.8762436,417.9371026,0.102810677,-0.73207428,0.970575298,NA,bvardcst,-473.7738389,953.624601,0.194827899,-0.773267652,0.82462199,NA,bvardcst,-679.3747461,1364.793937,0.495662794,-0.723115072,1.073513296,NA,bvardcst,-190.8675681,387.7775389,1.785482216,-0.808174316,1.437195088,NA,7.624474,0.091753764,0.740509,0.9111309,-0.819377136,134,7.624474,0.223122136,0.740509,0.9111309,-0.688008764,316,7.624474,0.434491949,0.740509,0.9111309,-0.476638951,544,7.624474,1.610097018,0.740509,0.9111309,0.698966118,570,5.968881,4.768881,3.868881,2.1,3.1,1.9,1,-0.567974336,-0.413586063,-0.248406606,0.049215031,5.92487201,4.724872011,3.824872011,3.839142936
930,bvardvar,-870.1877578,1748.456982,0.680218484,-0.260686843,1.706380014,3.462026698,bvardcst,-1891.52421,3789.066629,1.233730716,-0.206574222,1.864612283,NA,bvardcst,-2350.264761,4706.541351,1.505475708,-0.207341651,-1.911522918,NA,bvardcst,-988.7017662,1983.415587,2.284770715,-0.223304169,-1.796125492,NA,4.924031,0.920133961,0.2107575,1.844603,-0.924469039,496,4.924031,1.184917309,0.2107575,1.844603,-0.659685691,1322,4.924031,1.432404844,0.2107575,1.844603,-0.412198156,2033,4.924031,2.30573732,0.2107575,1.844603,0.46113432,1995,7.958737,6.758737,5.858737,3.6,3.3,2.1,1.2,0.026650929,0.100244212,0.113943089,-0.031672637,7.901242158,6.701242159,5.80124216,1.991770665
931,bvardcst,-494.798171,995.7079699,0.213837171,-0.271714833,0.85255447,NA,bvardcst,-1275.799492,2557.638392,0.312159177,-0.289868546,0.808207069,NA,bvardcst,-1934.13866,3874.299501,0.522894789,-0.271333159,0.894043009,NA,bvardcst,-1171.394752,2348.810034,1.074567774,-0.321818292,0.899773365,NA,3.856028,0.212131189,0.2608979,0.7617395,-0.549608311,219,3.856028,0.34824653,0.2608979,0.7617395,-0.41349297,613,3.856028,0.488860864,0.2608979,0.7617395,-0.272878636,1086,3.856028,1.102221532,0.2608979,0.7617395,0.340482032,1173,11.11618,9.216181,7.916181,4.8,4.899999,3,1.7,-0.304093495,-0.196924537,-0.084892244,-0.844018391,10.94596516,9.045966162,7.745966162,11.95249814
932,bcstdcst,-9.996930895,29.99386179,0.223329289,NA,3.25E-08,NA,bvardcst,-25.99884914,59.59769828,0.26953248,-0.870653999,1.392105438,NA,bvardcst,-32.8477426,72.73896347,0.192990252,-1.056051762,0.469802211,NA,bvardcst,-14.2778468,35.14105946,1.352465204,-0.75654263,5.60E-07,NA,7.131271,0.135796059,0.8267127,1.165153,-1.029356941,5,7.131271,0.310401585,0.8267127,1.165153,-0.854751415,19,7.131271,0.553668308,0.8267127,1.165153,-0.611484692,27,7.131271,2.063534789,0.8267127,1.165153,0.898381789,45,4.791375,3.791375,3.091375,1.5,2.6,1.6,0.9,-0.386458339,-0.386275617,-0.395599261,-0.497931671,4.438891412,3.707978146,3.007978146,9.43161075
933,bvardcst,-205.8223308,417.9173889,0.009836325,-0.367324448,-0.271392783,NA,bvardcst,-664.9573985,1336.004016,0.057238583,-0.318221999,-0.260043921,NA,bvardcst,-944.6249598,1895.306792,0.088080435,-0.34081449,0.149608608,NA,bvardcst,-573.2815924,1152.618357,0.521498702,-0.245314587,4.40E-05,NA,3.194538,0.019010854,0.3223167,0.2943301,-0.275319246,92,3.194538,0.060664005,0.3223167,0.2943301,-0.233666095,273,3.194538,0.127316859,0.3223167,0.2943301,-0.167013241,426,3.194538,0.560420601,0.3223167,0.2943301,0.266090501,439,15.89799,12.297989,9.997989,5.4,8.500001,4.9,2.6,-0.728396509,-0.454064895,-0.376385252,-0.098437115,15.55687127,11.95687027,9.656870266,1.925861933
934,bvardcst,-72.65260353,151.8269462,0.0418202,-0.935208848,-0.628585314,NA,bvardcst,-185.8474893,377.8824785,0.129395864,-0.928819053,0.583675966,NA,bvardcst,-319.0981863,644.2862603,0.506486112,-0.805521172,1.138631476,NA,bvardcst,-67.2422287,140.5733463,1.464041303,-0.77052243,-7.01E-07,NA,7.897653,0.073863465,0.8691498,0.91851,-0.844646535,50,7.897653,0.192151304,0.8691498,0.91851,-0.726358696,132,7.897653,0.385138475,0.8691498,0.91851,-0.533371525,271,7.897653,1.652180593,0.8691498,0.91851,0.733670593,274,5.375486,4.275486,3.475486,1.8,2.9,1.8,1,-0.63073723,-0.472925713,-0.260845172,0.023280514,5.28016212,4.180162121,3.380162121,1.794473892
935,bvardcst,-59.68346236,126.0941974,0.278230662,-0.608730831,1.281246784,NA,bvardcst,-155.1132525,316.4529201,0.228224264,-0.713797458,0.321946713,NA,bvardcst,-209.4685735,425.0661793,0.822493436,-0.611356836,1.317566497,NA,bvardcst,-35.23936055,76.62596036,1.75521306,-0.498318974,-8.81E-07,NA,8.299783,0.211375007,0.714601,1.261601,-1.050225993,37,8.299783,0.431917606,0.714601,1.261601,-0.829683394,110,8.299783,0.663146176,0.714601,1.261601,-0.598454824,190,8.299783,2.135044458,0.714601,1.261601,0.873443458,167,5.136224,4.136224,3.536224,1.9,2.5,1.5,0.9,-0.367833034,-0.341084958,-0.141092277,-0.796530068,5.087365819,4.08736582,3.48736582,11.90565079
936,bvardcst,-44.52875373,95.78478019,0.165584558,-1.055584319,1.515343416,NA,bvardvar,-114.2403446,236.8888526,0.545155623,-1.006911579,2.699775192,2.032501847,bvardvar,-117.6500799,243.5900149,0.811315571,-1.172777514,4.098163326,1.263138517,bvardcst,-3.594561705,13.40730523,2.081600326,-1.386349488,1.638250254,NA,8.474715,0.240737599,0.8956475,1.579032,-1.338294401,37,8.474715,0.492860188,0.8956475,1.579032,-1.086171812,103,8.474715,0.843545666,0.8956475,1.579032,-0.735486334,143,8.474715,2.64519629,0.8956475,1.579032,1.06616429,114,3.976045,3.176045,2.576045,1.3,2.1,1.3,0.7,-0.537023188,-0.20592245,-0.143360404,-0.910472769,3.949296651,3.149296652,2.549296652,14.26872546
937,bvardcst,-273.0841274,552.3015882,0.1055646,-0.799999954,0.985455837,NA,bvardcst,-668.8558538,1343.76234,0.341755188,-0.758928942,1.269905462,NA,bvardcst,-879.6553542,1765.343721,0.427019796,-0.831037669,0.989170986,NA,bvardcst,-199.5973429,405.2244994,1.671519584,-0.627269044,0.261481539,NA,8.49618,0.11863882,0.7777121,1.046993,-0.92835418,184,8.49618,0.279099141,0.7777121,1.046993,-0.76789386,478,8.49618,0.481047266,0.7777121,1.046993,-0.565945734,731,8.49618,1.793542027,0.7777121,1.046993,0.746549027,809,5.49212,4.39212,3.69212,2,2.8,1.7,1,-0.560251023,-0.350988756,-0.293832022,-0.033300875,5.441525038,4.341525038,3.641525038,2.772213924
938,bvardcst,-43.45543279,93.76800844,0.024709265,-0.60186739,0.785465364,NA,bvardcst,-122.4193073,251.202251,0.0513779,-0.690094073,0.513915426,NA,bvardcst,-194.2089445,394.6230172,0.113995622,-0.744301706,0.416601064,NA,bvardcst,-82.96932328,172.1491729,0.657978868,-0.879357219,-3.85E-06,NA,4.599233,0.005913334,0.7145824,0.373078,-0.367164666,32,4.599233,0.037906552,0.7145824,0.373078,-0.335171448,70,4.599233,0.118920573,0.7145824,0.373078,-0.254157428,121,4.599233,0.889007178,0.7145824,0.373078,0.515929178,118,9.31514,6.71514,5.11514,2.3,5.8,3.2,1.6,-0.785517658,-0.574619691,-0.450767654,-0.125767474,9.295418276,6.695418278,5.095418277,3.341657372
939,bvardcst,-267.0777191,540.4135027,0.043183798,-0.226496621,0.272248397,NA,bvardcst,-687.7063795,1381.503325,0.14515416,-0.20789497,0.423137615,NA,bvardcst,-913.6713697,1833.40412,-0.170399382,-0.228403268,-0.292495219,NA,bvardcst,-524.9982791,1056.063974,0.500810345,-0.225514744,0.174238933,NA,1.993096,0.052580927,0.2195326,0.3473503,-0.294769373,97,1.993096,0.110914992,0.2195326,0.3473503,-0.236435308,269,1.993096,0.187849725,0.2195326,0.3473503,-0.159500575,395,1.993096,0.570269279,0.2195326,0.3473503,0.222918979,360,16.55832,13.158321,10.758321,5.7,8.599999,5.2,2.8,-0.471528414,-0.26847944,-0.229505651,-0.220010527,16.54639139,13.14639239,10.74639239,10.84639139
